Community_ID,Community,exit_number,road_name,fclass,osm_id,graph_node_x,graph_node_y,component_id_after_cut,component_size_after_cut,largest_outside_component_size,exit_status
624,Minyerri,2,Hodgson River Road,unclassified,224736956,224596.44,-1618186.06,0,711192,711192,EXTERNAL_EXIT
624,Minyerri,3,,service,327344852,224491.56,-1617831.15,135,7,711192,LOCAL_OR_DEAD_END
112,Mount Liebig,1,,track,399080181,-74147.47,-2509510.93,12,541,710490,LOCAL_OR_DEAD_END
112,Mount Liebig,2,,track,143122348,-73936.9,-2509605.89,123,10,710490,LOCAL_OR_DEAD_END
112,Mount Liebig,3,,unclassified,769662021,-72944.17,-2509372.24,134,8,710490,LOCAL_OR_DEAD_END
112,Mount Liebig,4,,unclassified,143120750,-74619.17,-2508465.51,0,710490,710490,EXTERNAL_EXIT
112,Mount Liebig,5,,unclassified,189326475,-73194.58,-2507756.79,0,710490,710490,EXTERNAL_EXIT
112,Mount Liebig,6,,unclassified,189327444,-74607.1,-2508413.94,0,710490,710490,EXTERNAL_EXIT
112,Mount Liebig,7,Wattyawanu Road,unclassified,189326465,-73216.96,-2507746.2,0,710490,710490,EXTERNAL_EXIT
112,Mount Liebig,8,,track,143122358,-72861.85,-2508021.04,0,710490,710490,EXTERNAL_EXIT
112,Mount Liebig,9,,track,215311922,-74287.38,-2509411,0,710490,710490,EXTERNAL_EXIT
244,Mungkarta,1,,track_grade3,770268090,227751.35,-2184357.9,12,449,710777,LOCAL_OR_DEAD_END
244,Mungkarta,2,,residential,226561044,229237.18,-2183098.73,0,710777,710777,EXTERNAL_EXIT
120,Mutitjulu,1,,unclassified,777678482,-92491.49,-2743324.23,0,710785,710785,EXTERNAL_EXIT
120,Mutitjulu,2,,track,32641778,-93193.49,-2743330.24,0,710785,710785,EXTERNAL_EXIT
120,Mutitjulu,3,,track,32641724,-93596.15,-2743057.04,0,710785,710785,EXTERNAL_EXIT
120,Mutitjulu,4,,track,32641695,-93531.25,-2743123.37,0,710785,710785,EXTERNAL_EXIT
120,Mutitjulu,5,,track,205190634,-93824.4,-2742616.18,0,710785,710785,EXTERNAL_EXIT
120,Mutitjulu,6,,track,32641828,-91965.01,-2741928.99,0,710785,710785,EXTERNAL_EXIT
120,Mutitjulu,7,,unclassified,32640323,-92181.44,-2741650.78,70,43,710785,LOCAL_OR_DEAD_END
120,Mutitjulu,8,,unclassified,32641521,-93370.31,-2741538.88,0,710785,710785,EXTERNAL_EXIT
120,Mutitjulu,9,,track,32640345,-92343.24,-2741531.83,29,137,710785,LOCAL_OR_DEAD_END
397,Nauiyu,1,Twin Peaks Road,unclassified,400814175,-144294.99,-1456317.07,0,710982,710982,EXTERNAL_EXIT
397,Nauiyu,2,,track,777685739,-142691.45,-1455866.99,130,9,710982,LOCAL_OR_DEAD_END
397,Nauiyu,3,Nauiyu Road,unclassified,30128628,-142671.01,-1455792.38,0,710982,710982,EXTERNAL_EXIT
397,Nauiyu,4,Mango Farm Road,unclassified,175961401,-144136.34,-1454691.9,153,5,710982,LOCAL_OR_DEAD_END
397,Nauiyu,5,,unclassified,777674845,-144539.21,-1455120.16,116,12,710982,LOCAL_OR_DEAD_END
397,Nauiyu,6,,track,777675655,-142967.87,-1454823.92,135,8,710982,LOCAL_OR_DEAD_END
397,Nauiyu,7,Twin Peaks Road,unclassified,98871796,-144522.77,-1456034.67,31,129,710982,LOCAL_OR_DEAD_END
542,Ngangalala,1,,unclassified,447678284,330550.92,-1300276.43,0,711263,711263,EXTERNAL_EXIT
542,Ngangalala,2,,track_grade3,776250757,331080.01,-1299643.97,0,711263,711263,EXTERNAL_EXIT
404,Nganmarriyanga,1,,service,777663982,-230754.54,-1523242.79,0,706293,706293,EXTERNAL_EXIT
404,Nganmarriyanga,2,,service,777663981,-230620.31,-1523138.76,0,706293,706293,EXTERNAL_EXIT
404,Nganmarriyanga,3,Palumpa Access Road,unclassified,323254511,-230600.89,-1523121.17,0,706293,706293,EXTERNAL_EXIT
404,Nganmarriyanga,4,Airstrip Road,unclassified,320164572,-232244.18,-1522090.43,4,4407,706293,LOCAL_OR_DEAD_END
404,Nganmarriyanga,5,,track_grade3,777673205,-232157.8,-1521899.03,4,4407,706293,LOCAL_OR_DEAD_END
404,Nganmarriyanga,6,,track_grade2,777646912,-230936.9,-1521469.53,29,144,706293,LOCAL_OR_DEAD_END
404,Nganmarriyanga,7,,track_grade3,777646907,-231300.56,-1521402.5,29,144,706293,LOCAL_OR_DEAD_END
404,Nganmarriyanga,8,,track_grade3,777673202,-231903.28,-1521609.89,4,4407,706293,LOCAL_OR_DEAD_END
404,Nganmarriyanga,9,Port Keats Road,secondary,467427001,-232201.64,-1522821.22,4,4407,706293,LOCAL_OR_DEAD_END
404,Nganmarriyanga,10,Port Keats Road,secondary,467427001,-230855.87,-1523299.43,0,706293,706293,EXTERNAL_EXIT
633,Ngukurr,1,,track,445293778,296187,-1565892.64,0,710166,710166,EXTERNAL_EXIT
633,Ngukurr,2,,track,295004955,297991.36,-1565570.09,181,1,710166,LOCAL_OR_DEAD_END
633,Ngukurr,3,,unclassified,295004950,297973.3,-1565638.3,0,710166,710166,EXTERNAL_EXIT
633,Ngukurr,4,,unclassified,295004950,297982.31,-1565071.71,0,710166,710166,EXTERNAL_EXIT
633,Ngukurr,5,,track,445293775,296093.75,-1564961.79,0,710166,710166,EXTERNAL_EXIT
633,Ngukurr,6,,primary,914040365,297500.01,-1564462.44,0,710166,710166,EXTERNAL_EXIT
633,Ngukurr,7,,track,445293771,297269.86,-1564371.99,98,19,710166,LOCAL_OR_DEAD_END
633,Ngukurr,8,Nulawan Access Road,unclassified,29221574,297577.03,-1566169.05,10,753,710166,LOCAL_OR_DEAD_END
639,Nitjpurru,1,,track_grade2,778188675,-83079.79,-1792358.92,34,120,711044,LOCAL_OR_DEAD_END
639,Nitjpurru,2,,residential,368610503,-83470.84,-1790406.77,0,711044,711044,EXTERNAL_EXIT
639,Nitjpurru,3,,track_grade3,778186578,-84238.99,-1791886.99,0,711044,711044,EXTERNAL_EXIT
127,Nturiya,1,,track,456568749,128812.37,-2382194.09,70,42,710616,LOCAL_OR_DEAD_END
127,Nturiya,2,,unclassified,321690643,128623.64,-2380876.45,11,556,710616,LOCAL_OR_DEAD_END
127,Nturiya,3,Nturiya Road,unclassified,215104253,130163.37,-2382137.08,0,710616,710616,EXTERNAL_EXIT
549,Numbulwar,1,,unclassified,301175590,407107.6,-1518356.98,0,711149,711149,EXTERNAL_EXIT
549,Numbulwar,2,,unclassified,456580828,407326.57,-1517923.11,0,711149,711149,EXTERNAL_EXIT
549,Numbulwar,3,,unclassified,301175594,408439.65,-1517643.73,0,711149,711149,EXTERNAL_EXIT
549,Numbulwar,4,Numbulwar Road,primary,948034278,407149.11,-1518933.51,0,711149,711149,EXTERNAL_EXIT
128,Nyirripi,1,,unclassified,94066175,-146363.92,-2440532.66,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,2,,unclassified,590569084,-147442.33,-2441455.51,11,589,710237,LOCAL_OR_DEAD_END
128,Nyirripi,3,,track,399077089,-147402.62,-2441457.46,182,1,710237,LOCAL_OR_DEAD_END
128,Nyirripi,4,,unclassified,909227666,-147334.36,-2441458.27,11,589,710237,LOCAL_OR_DEAD_END
128,Nyirripi,5,,track,399077092,-148185.26,-2441023.93,160,4,710237,LOCAL_OR_DEAD_END
128,Nyirripi,6,,track,591037306,-148323.45,-2440725.16,76,31,710237,LOCAL_OR_DEAD_END
128,Nyirripi,7,,unclassified,94069939,-148325.64,-2440202.68,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,8,,track,399077117,-146471.14,-2440003.52,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,9,,unclassified,103324072,-146461.06,-2440024.82,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,10,,unclassified,590569046,-148124.91,-2439815.84,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,11,,track,399077101,-146599.03,-2439812.23,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,12,,track,399077104,-147363.15,-2439459.68,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,13,,track,591037333,-146915.99,-2439564.82,0,710237,710237,EXTERNAL_EXIT
128,Nyirripi,14,Emu Bore Road,unclassified,94092108,-148323.43,-2440193.86,0,710237,710237,EXTERNAL_EXIT
26,Orrtipa-Thurra,1,Bonya Road,unclassified,193289870,423971.53,-2462526.31,0,711085,711085,EXTERNAL_EXIT
26,Orrtipa-Thurra,2,,residential,193289902,423035.22,-2461802.18,143,6,711085,LOCAL_OR_DEAD_END
26,Orrtipa-Thurra,3,,residential,193289902,422998.04,-2461567.68,143,6,711085,LOCAL_OR_DEAD_END
26,Orrtipa-Thurra,4,,residential,193289902,423612.57,-2462451.01,0,711085,711085,EXTERNAL_EXIT
26,Orrtipa-Thurra,5,,track,193289905,423569.77,-2460624.27,75,31,711085,LOCAL_OR_DEAD_END
131,Papunya,1,Gary Junction Road,tertiary,189318493,-9996.75,-2501233.43,0,710460,710460,EXTERNAL_EXIT
131,Papunya,2,,unclassified,143126491,-8437.71,-2502218.8,0,710460,710460,EXTERNAL_EXIT
131,Papunya,3,,track,189318540,-8729.82,-2502360.14,123,10,710460,LOCAL_OR_DEAD_END
131,Papunya,4,,track,189318540,-9104.45,-2502396.6,123,10,710460,LOCAL_OR_DEAD_END
131,Papunya,5,,track,189318547,-9761.36,-2502061.53,0,710460,710460,EXTERNAL_EXIT
131,Papunya,6,,track,189318556,-9517.71,-2502262.44,0,710460,710460,EXTERNAL_EXIT
131,Papunya,7,,track,189318549,-8020.11,-2501521.99,0,710460,710460,EXTERNAL_EXIT
131,Papunya,8,,unclassified,143126493,-9310.24,-2502355.2,0,710460,710460,EXTERNAL_EXIT
131,Papunya,9,,track_grade3,777916311,-8668.44,-2502339.06,0,710460,710460,EXTERNAL_EXIT
131,Papunya,10,Gary Junction Road,tertiary,189318492,-8389.76,-2502183.24,0,710460,710460,EXTERNAL_EXIT
131,Papunya,11,Warumpi Road,unclassified,189318505,-8019.37,-2501285.26,0,710460,710460,EXTERNAL_EXIT
131,Papunya,12,,track,1382226626,-8601.13,-2500490.55,105,16,710460,LOCAL_OR_DEAD_END
131,Papunya,13,Mount Wedge Road,unclassified,143120730,-8268.7,-2500733.86,0,710460,710460,EXTERNAL_EXIT
131,Papunya,14,,track,189318553,-8074.11,-2501744.94,0,710460,710460,EXTERNAL_EXIT
131,Papunya,15,,track_grade3,777916668,-9877.1,-2501900.44,0,710460,710460,EXTERNAL_EXIT
131,Papunya,16,,track,189318558,-8112.6,-2501835.79,0,710460,710460,EXTERNAL_EXIT
131,Papunya,17,,track_grade2,777917158,-10010.94,-2501381.47,0,710460,710460,EXTERNAL_EXIT
131,Papunya,18,,service,376676244,-8104.98,-2500982.6,175,2,710460,LOCAL_OR_DEAD_END
131,Papunya,19,,track,1382226630,-8876.63,-2500411.48,105,16,710460,LOCAL_OR_DEAD_END
410,Peppimenarti,1,Peppimenarti Road,tertiary,320163319,-209200.63,-1500526.62,0,710868,710868,EXTERNAL_EXIT
410,Peppimenarti,2,,service,776690515,-209433.3,-1500837.08,161,4,710868,LOCAL_OR_DEAD_END
410,Peppimenarti,3,,unclassified,320163324,-209170.09,-1500457.27,181,1,710868,LOCAL_OR_DEAD_END
410,Peppimenarti,4,,service,777646785,-209205.75,-1499651.09,0,710868,710868,EXTERNAL_EXIT
410,Peppimenarti,5,,unclassified,320163330,-209252.53,-1499567.08,0,710868,710868,EXTERNAL_EXIT
410,Peppimenarti,6,,track_grade4,777648916,-209881.87,-1499119.51,22,192,710868,LOCAL_OR_DEAD_END
138,Pmara Jutunta,1,,track_grade2,776256877,145481.27,-2390493.64,107,15,711105,LOCAL_OR_DEAD_END
138,Pmara Jutunta,2,,service,776255148,145562.83,-2390398.26,107,15,711105,LOCAL_OR_DEAD_END
138,Pmara Jutunta,3,,track_grade2,776259373,145977.11,-2390144.64,59,53,711105,LOCAL_OR_DEAD_END
138,Pmara Jutunta,4,Stuart Highway,trunk,485428762,145861.22,-2392007.01,0,711105,711105,EXTERNAL_EXIT
138,Pmara Jutunta,5,Stuart Highway,trunk,485428762,146031.78,-2390130,0,711105,711105,EXTERNAL_EXIT
138,Pmara Jutunta,6,,unclassified,226561241,146539.6,-2392062.1,0,711105,711105,EXTERNAL_EXIT
138,Pmara Jutunta,7,,track_grade2,776256878,145476.85,-2390499.6,107,15,711105,LOCAL_OR_DEAD_END
138,Pmara Jutunta,8,,track_grade2,776252049,146740.97,-2390213.35,166,3,711105,LOCAL_OR_DEAD_END
550,Ramingining,1,Lewangu Drive,tertiary,776237545,323708.05,-1304123.88,0,710693,710693,EXTERNAL_EXIT
550,Ramingining,2,,track,1112649471,325116.22,-1304402.06,72,35,710693,LOCAL_OR_DEAD_END
550,Ramingining,3,Dingbulu Road,unclassified,776237543,324238.98,-1304531.34,0,710693,710693,EXTERNAL_EXIT
550,Ramingining,4,Dingbulu Road,tertiary,1447426803,325387.47,-1303040.23,15,346,710693,LOCAL_OR_DEAD_END
641,Rittarangu,1,,unclassified,174686796,278888.24,-1561599.6,0,711108,711108,EXTERNAL_EXIT
258,Robinson River,1,,track_grade2,776685088,533517.64,-1794996.17,42,89,711060,LOCAL_OR_DEAD_END
258,Robinson River,2,Robinson River Road,unclassified,143823870,531965.16,-1794828.18,0,711060,711060,EXTERNAL_EXIT
642,Rockhole,1,Florina Road,tertiary,26643374,20982.67,-1538192.89,0,710931,710931,EXTERNAL_EXIT
642,Rockhole,2,Florina Road,tertiary,26643374,19297.87,-1539018.34,0,710931,710931,EXTERNAL_EXIT
642,Rockhole,3,Egan Street,unclassified,233599507,19332.79,-1538635.08,123,10,710931,LOCAL_OR_DEAD_END
642,Rockhole,4,,service,1493649872,19531.67,-1538267.09,170,3,710931,LOCAL_OR_DEAD_END
642,Rockhole,5,,service,1493649873,19497.93,-1538309.54,135,8,710931,LOCAL_OR_DEAD_END
642,Rockhole,6,,service,1494324104,20937.64,-1538152.07,0,710931,710931,EXTERNAL_EXIT
642,Rockhole,7,,service,1494317439,20406.98,-1537922.44,183,2,710931,LOCAL_OR_DEAD_END
642,Rockhole,8,Helena Road,unclassified,233599508,19604.54,-1538190.5,21,228,710931,LOCAL_OR_DEAD_END
642,Rockhole,9,Hendry Road,unclassified,233599510,20316.31,-1537916.33,21,228,710931,LOCAL_OR_DEAD_END
469,Rorruwuy,1,,track_grade5,458789543,475934.98,-1293347.73,0,711237,711237,EXTERNAL_EXIT
469,Rorruwuy,2,,track_grade5,458789544,475680.04,-1293465.49,0,711237,711237,EXTERNAL_EXIT
469,Rorruwuy,3,,track_grade4,455250124,476108.18,-1293312.75,0,711237,711237,EXTERNAL_EXIT
145,Santa Teresa,1,Old Andado Track (Binns Track),tertiary,93255081,238113.14,-2608265.56,0,710083,710083,EXTERNAL_EXIT
145,Santa Teresa,2,Power Road,unclassified,376524245,238359.11,-2608376.98,0,710083,710083,EXTERNAL_EXIT
145,Santa Teresa,3,Power Road,unclassified,376524245,238142.28,-2608283.02,0,710083,710083,EXTERNAL_EXIT
145,Santa Teresa,4,Arlperre Road,residential,1553793223,239113.46,-2606536.23,128,10,710083,LOCAL_OR_DEAD_END
145,Santa Teresa,5,,track_grade3,778241253,239438.9,-2606815.66,183,1,710083,LOCAL_OR_DEAD_END
145,Santa Teresa,6,,track,777959213,238730.26,-2606422.58,12,469,710083,LOCAL_OR_DEAD_END
145,Santa Teresa,7,,track,928093204,238628.75,-2606418.93,12,469,710083,LOCAL_OR_DEAD_END
145,Santa Teresa,8,,track,928093204,238711.35,-2606421.65,12,469,710083,LOCAL_OR_DEAD_END
145,Santa Teresa,9,,track,777959569,239005.11,-2606487.27,135,8,710083,LOCAL_OR_DEAD_END
145,Santa Teresa,10,Phillipson Road,unclassified,1553793225,238539.27,-2606423.82,12,469,710083,LOCAL_OR_DEAD_END
145,Santa Teresa,11,Santa Teresa Road,secondary,172449691,237939.09,-2606707.63,0,710083,710083,EXTERNAL_EXIT
264,Tara,1,,track_grade4,448460449,205791.46,-2312610.76,19,252,710399,LOCAL_OR_DEAD_END
264,Tara,2,,track_grade2,777957994,205501.95,-2314500.33,12,525,710399,LOCAL_OR_DEAD_END
264,Tara,3,,residential,777964153,204981.95,-2314437.12,121,11,710399,LOCAL_OR_DEAD_END
264,Tara,4,,residential,777964153,204891.9,-2314395.05,121,11,710399,LOCAL_OR_DEAD_END
264,Tara,5,,unclassified,141185468,204736.52,-2314292.63,0,710399,710399,EXTERNAL_EXIT
264,Tara,6,,unclassified,321679773,204621.46,-2314183.9,0,710399,710399,EXTERNAL_EXIT
148,Titjikala,1,,track_grade3,189467795,208187.38,-2668618.45,7,1131,709791,LOCAL_OR_DEAD_END
148,Titjikala,2,,track,189465627,207542.64,-2668700.86,131,8,709791,LOCAL_OR_DEAD_END
148,Titjikala,3,Chambers Pillar Road,unclassified,186247785,206801.07,-2668045.37,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,4,,track_grade5,778232119,207189.01,-2666891.98,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,5,,track_grade4,778234817,208391.4,-2666958.95,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,6,,track_grade4,778234818,208331.88,-2666913.04,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,7,,track_grade4,778234819,208400.74,-2666967.42,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,8,,track_grade4,778234648,207456.31,-2666765.19,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,9,,track_grade4,778234648,208025.84,-2666762.59,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,10,,unclassified,189467982,207215.29,-2666875.99,69,45,709791,LOCAL_OR_DEAD_END
148,Titjikala,11,Maryvale Road,tertiary,226848225,207270.32,-2666843.01,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,12,,track_grade4,778231553,206977.08,-2667083.58,0,709791,709791,EXTERNAL_EXIT
148,Titjikala,13,,track,189469547,208408.69,-2666974.62,0,709791,709791,EXTERNAL_EXIT
426,Wadeye,1,,track_grade3,777676759,-270488.84,-1511986.34,0,710863,710863,EXTERNAL_EXIT
426,Wadeye,2,Perdjert Street,unclassified,323166353,-269972.75,-1511767.93,0,710863,710863,EXTERNAL_EXIT
426,Wadeye,3,Wadeye Int Road,unclassified,323166364,-271327.91,-1511684.61,0,710863,710863,EXTERNAL_EXIT
426,Wadeye,4,,residential,323166362,-269606.86,-1511014.15,0,710863,710863,EXTERNAL_EXIT
426,Wadeye,5,,unclassified,558930469,-269712.66,-1510546.44,0,710863,710863,EXTERNAL_EXIT
174,Wallace Rockhole,1,Wallace Rockhole Road,track,188451452,108544.54,-2605688.15,129,8,711185,LOCAL_OR_DEAD_END
174,Wallace Rockhole,2,,residential,188451450,110176.1,-2605324.69,143,6,711185,LOCAL_OR_DEAD_END
174,Wallace Rockhole,3,,track,980799259,110226.42,-2604804.44,166,3,711185,LOCAL_OR_DEAD_END
174,Wallace Rockhole,4,Wallace Rockhole Road,unclassified,38482849,109050.73,-2603990.45,0,711185,711185,EXTERNAL_EXIT
256,Wandangula,1,,unclassified,101093951,468429.56,-1715470.87,0,711154,711154,EXTERNAL_EXIT
256,Wandangula,2,,track_grade4,458463742,467887.14,-1714534.98,57,57,711154,LOCAL_OR_DEAD_END
256,Wandangula,3,,service,454388855,468115.78,-1714696.41,57,57,711154,LOCAL_OR_DEAD_END
256,Wandangula,4,,service,454388855,468397.41,-1715168.69,0,711154,711154,EXTERNAL_EXIT
654,Weemol,1,,unclassified,460923436,253919.58,-1446118.9,0,711241,711241,EXTERNAL_EXIT
654,Weemol,2,,unclassified,442678755,252250.75,-1445959.43,0,711241,711241,EXTERNAL_EXIT
186,Willowra,1,Willowra,unclassified,321690645,64139.39,-2283341.38,0,710880,710880,EXTERNAL_EXIT
186,Willowra,2,Willowra,track,243878563,63568.83,-2283786.04,0,710880,710880,EXTERNAL_EXIT
186,Willowra,3,Old Airstrip,track,461001833,63909.58,-2283606.58,174,2,710880,LOCAL_OR_DEAD_END
186,Willowra,4,Lander River Road,residential,243878562,62355.65,-2283202.25,0,710880,710880,EXTERNAL_EXIT
186,Willowra,5,Kakarrara Road,track,243878564,63199.62,-2281832.17,28,138,710880,LOCAL_OR_DEAD_END
187,Wilora,1,,track,1413401217,178549.31,-2338763.65,0,711120,711120,EXTERNAL_EXIT
187,Wilora,2,,track,1413401209,178551.98,-2338768.11,0,711120,711120,EXTERNAL_EXIT
187,Wilora,3,Stuart Highway,trunk,121502783,176771.73,-2338883.59,0,711120,711120,EXTERNAL_EXIT
187,Wilora,4,Stuart Highway,trunk,121502783,177797.05,-2338281.08,0,711120,711120,EXTERNAL_EXIT
434,Woodycupaldiya,1,Woodycupildiya Road,secondary,404264106,-217816.25,-1468274.4,0,710914,710914,EXTERNAL_EXIT
434,Woodycupaldiya,2,,track_grade3,456100669,-219763.2,-1468698.96,22,215,710914,LOCAL_OR_DEAD_END
434,Woodycupaldiya,3,,unclassified,404275705,-219777.05,-1468177.71,22,215,710914,LOCAL_OR_DEAD_END
434,Woodycupaldiya,4,Deleye Road,unclassified,404722759,-218561.94,-1467442.11,39,99,710914,LOCAL_OR_DEAD_END
581,Wugularr,1,,residential,1484824932,121683.21,-1544237.72,182,2,710522,LOCAL_OR_DEAD_END
581,Wugularr,2,Yangula Street,residential,370581980,121837.13,-1544158.17,163,3,710522,LOCAL_OR_DEAD_END
581,Wugularr,3,Laiwanga Street,residential,370581972,121895.83,-1544118.22,163,3,710522,LOCAL_OR_DEAD_END
581,Wugularr,4,Cameron Road,unclassified,370581959,122298.35,-1543433.51,162,3,710522,LOCAL_OR_DEAD_END
581,Wugularr,5,Central Arnhem Highway,trunk,22716492,120893.23,-1544220.95,0,710522,710522,EXTERNAL_EXIT
581,Wugularr,6,,track_grade5,508394372,120472.47,-1542760.68,11,578,710522,LOCAL_OR_DEAD_END
581,Wugularr,7,,track,475474038,121200.79,-1542317.62,11,578,710522,LOCAL_OR_DEAD_END
581,Wugularr,8,,track_grade5,475474028,120463.05,-1542776.38,11,578,710522,LOCAL_OR_DEAD_END
581,Wugularr,9,Central Arnhem Highway,trunk,1301241425,121940.07,-1542537.86,0,710522,710522,EXTERNAL_EXIT
227,Wutunugurra,1,Kurundi Road,unclassified,311345086,337529.52,-2198754.86,0,711138,711138,EXTERNAL_EXIT
227,Wutunugurra,2,Kurundi Road,unclassified,311345086,336470,-2199930.6,0,711138,711138,EXTERNAL_EXIT
658,Yarralin,1,,unclassified,320305828,-119177.83,-1750578.61,0,711163,711163,EXTERNAL_EXIT
658,Yarralin,2,,unclassified,320305828,-120811.77,-1751280.81,0,711163,711163,EXTERNAL_EXIT
658,Yarralin,3,,track,775956789,-120071.89,-1752314.33,0,711163,711163,EXTERNAL_EXIT
658,Yarralin,4,,track,775956789,-118821.76,-1751238.7,0,711163,711163,EXTERNAL_EXIT
658,Yarralin,5,,track_grade3,461803542,-119115.04,-1750635.52,0,711163,711163,EXTERNAL_EXIT
658,Yarralin,6,,track,320305831,-119556.63,-1750384.09,57,57,711163,LOCAL_OR_DEAD_END
571,Yathalamarra,1,,unclassified,447678285,324725.81,-1298113.22,0,711272,711272,EXTERNAL_EXIT
576,Yirrkala,1,Rocky Point Road,residential,48788820,542012.13,-1303090.01,70,36,710903,LOCAL_OR_DEAD_END
576,Yirrkala,2,,track,1263358758,542423.1,-1303023.73,179,2,710903,LOCAL_OR_DEAD_END
576,Yirrkala,3,,track,777321533,541465.72,-1302894.28,147,6,710903,LOCAL_OR_DEAD_END
576,Yirrkala,4,Yirrkala Road,secondary,62214679,541464.45,-1302893.34,0,710903,710903,EXTERNAL_EXIT
576,Yirrkala,5,Shady Beach Road,tertiary,62221241,543052.16,-1302218.98,120,11,710903,LOCAL_OR_DEAD_END
576,Yirrkala,6,Nuwul Road,tertiary,62221239,541325.23,-1301417.16,131,8,710903,LOCAL_OR_DEAD_END
197,Yuelamu,1,,unclassified,143574666,20395.41,-2396620.78,0,711119,711119,EXTERNAL_EXIT
197,Yuelamu,2,,residential,188551919,21370.08,-2396763.7,110,13,711119,LOCAL_OR_DEAD_END
197,Yuelamu,3,,unclassified,770232224,20173.17,-2395283.49,0,711119,711119,EXTERNAL_EXIT
197,Yuelamu,4,,unclassified,143574653,21818.63,-2395247.47,0,711119,711119,EXTERNAL_EXIT
197,Yuelamu,5,,unclassified,143574656,21964.03,-2396127.15,0,711119,711119,EXTERNAL_EXIT
198,Yuendumu,1,Yuendumu Road,unclassified,143305765,-19984.9,-2395680.57,0,711057,711057,EXTERNAL_EXIT
198,Yuendumu,2,,track_grade3,776437082,-20663.89,-2396299.01,0,711057,711057,EXTERNAL_EXIT
198,Yuendumu,3,,unclassified,188551925,-20629.04,-2396290.02,0,711057,711057,EXTERNAL_EXIT
198,Yuendumu,4,,unclassified,188551927,-19926.26,-2395427.11,0,711057,711057,EXTERNAL_EXIT
198,Yuendumu,5,,unclassified,143305792,-20158.75,-2394688.41,0,711057,711057,EXTERNAL_EXIT
198,Yuendumu,6,,unclassified,98997463,-21820.73,-2394898.75,0,711057,711057,EXTERNAL_EXIT
198,Yuendumu,7,,unclassified,143305761,-21317.19,-2394416.11,129,8,711057,LOCAL_OR_DEAD_END
198,Yuendumu,8,,unclassified,143305761,-20833.89,-2394338.24,129,8,711057,LOCAL_OR_DEAD_END
198,Yuendumu,9,,unclassified,143305757,-20693.19,-2394361.51,157,4,711057,LOCAL_OR_DEAD_END
198,Yuendumu,10,Mount Denison Road,unclassified,143305767,-20174.46,-2394671.07,0,711057,711057,EXTERNAL_EXIT
10153,Adelaide River,1,,track,1479074379,-99112.27,-1399999.64,96,20,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,2,,track,1479074379,-99319.92,-1399766.44,131,10,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,3,,track,1479074379,-98453.98,-1400223.85,96,20,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,4,,track,1479074380,-98636.87,-1400211.56,96,20,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,5,,service,242172858,-97698.56,-1399848.27,172,2,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,6,,service,468122607,-97632.71,-1399754.45,179,2,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,7,Dorat Road,unclassified,1058892007,-97859.72,-1400008.66,0,710810,710810,EXTERNAL_EXIT
10153,Adelaide River,8,Stuart Highway,trunk,482759431,-97615.69,-1399726.05,0,710810,710810,EXTERNAL_EXIT
10153,Adelaide River,9,,track,1479074384,-99390.15,-1398813.59,110,15,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,10,Memorial Terrace,tertiary,4869479,-97570.79,-1398811.23,58,56,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,11,Coach Road,unclassified,242172859,-99348.41,-1398731.34,0,710810,710810,EXTERNAL_EXIT
10153,Adelaide River,12,Stuart Highway,trunk,482759429,-98945.7,-1398340.55,0,710810,710810,EXTERNAL_EXIT
10153,Adelaide River,13,,track,1479074389,-98884.39,-1398311.55,58,56,710810,LOCAL_OR_DEAD_END
10153,Adelaide River,14,,unclassified,242172865,-99340.58,-1398718.28,103,17,710810,LOCAL_OR_DEAD_END
916,Angatyepe,1,Larapinta Drive,primary,376662588,173368.17,-2562827.86,0,711105,711105,EXTERNAL_EXIT
916,Angatyepe,2,Larapinta Drive,primary,376662588,174565.22,-2562244.33,0,711105,711105,EXTERNAL_EXIT
916,Angatyepe,3,,service,459809884,173309.22,-2563376.22,138,7,711105,LOCAL_OR_DEAD_END
916,Angatyepe,4,,service,459809883,173308.82,-2563373.51,138,7,711105,LOCAL_OR_DEAD_END
