Community_ID,Community,exit_number,road_name,fclass,osm_id,graph_node_x,graph_node_y,component_id_after_cut,component_size_after_cut,largest_outside_component_size,exit_status
770,Ntakarra,7,No Entry (Aboriginal Freehold),unclassified,440566916,68048.89,-2578117.87,12,531,710704,LOCAL_OR_DEAD_END
770,Ntakarra,8,,track_grade3,456567646,67632.47,-2578542.03,12,531,710704,LOCAL_OR_DEAD_END
770,Ntakarra,9,,track,446597493,68862.73,-2578060.77,12,531,710704,LOCAL_OR_DEAD_END
281,Paradise Farm,1,Kakadu Highway,secondary,506830569,59655.01,-1366851.02,0,711276,711276,EXTERNAL_EXIT
281,Paradise Farm,2,,track,330896188,59509.22,-1367093.51,0,711276,711276,EXTERNAL_EXIT
281,Paradise Farm,3,Kakadu Highway,secondary,449694095,59661.54,-1366088.71,0,711276,711276,EXTERNAL_EXIT
926,Payeperrentye (B),1,,unclassified,450575036,157507.14,-2566711.29,0,711171,711171,EXTERNAL_EXIT
926,Payeperrentye (B),2,,unclassified,450575038,157795.15,-2565290.19,82,27,711171,LOCAL_OR_DEAD_END
926,Payeperrentye (B),3,,track_grade4,450575012,157910.85,-2565508.26,0,711171,711171,EXTERNAL_EXIT
927,Perte Therre,1,Larapinta Drive,primary,376662588,167015.69,-2564700.88,0,711086,711086,EXTERNAL_EXIT
927,Perte Therre,2,Larapinta Drive,primary,376662588,165289.8,-2565247.95,0,711086,711086,EXTERNAL_EXIT
927,Perte Therre,3,,unclassified,448897354,166994.43,-2564812.7,35,109,711086,LOCAL_OR_DEAD_END
927,Perte Therre,4,,track_grade3,457648443,167009.97,-2564404.45,0,711086,711086,EXTERNAL_EXIT
927,Perte Therre,5,,track_grade3,457648458,165039.68,-2564408,0,711086,711086,EXTERNAL_EXIT
927,Perte Therre,6,,track_grade4,457648460,165036.3,-2564713.07,0,711086,711086,EXTERNAL_EXIT
133,Phillipson Bore,1,,track_grade4,778299207,245453.27,-2603594.1,180,1,710935,LOCAL_OR_DEAD_END
133,Phillipson Bore,2,,unclassified,376369383,243581.05,-2604118.36,0,710935,710935,EXTERNAL_EXIT
17626,Pine Creek,1,Jollys Dam Road,unclassified,588231908,-18369.94,-1463687.11,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,2,Stuart Highway,trunk,172802719,-17331.48,-1463312.04,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,3,Stuart Highway,trunk,172802719,-18496.93,-1461785.94,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,4,,track,591367291,-17997.57,-1463706.26,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,5,,track,591367291,-17462.41,-1463456.48,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,6,Chinatown Road,unclassified,29251848,-17685.02,-1463609.48,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,7,,unclassified,374774863,-18874.97,-1463385.83,15,337,710363,LOCAL_OR_DEAD_END
17626,Pine Creek,8,,unclassified,374774863,-18680.49,-1463553.27,128,9,710363,LOCAL_OR_DEAD_END
17626,Pine Creek,9,,track,588231905,-18372.61,-1463686.44,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,10,,track,776211433,-18333.78,-1463696.17,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,11,,track,588231896,-17137.68,-1462802.69,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,12,Enterprise Road,unclassified,29251901,-19116.49,-1462536.76,15,337,710363,LOCAL_OR_DEAD_END
17626,Pine Creek,13,Main Terrace,tertiary,4880472,-18772.17,-1461947.6,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,14,,track,588231891,-17613.56,-1461863.83,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,15,,track,588231891,-17282.58,-1463239.9,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,16,Eleanor Road,unclassified,29251900,-19033.98,-1462284.65,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,17,,service,400422582,-17148.27,-1462551.21,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,18,,service,401114270,-17448.77,-1461989.26,0,710363,710363,EXTERNAL_EXIT
17626,Pine Creek,19,Kakadu Highway,secondary,401282482,-18408.18,-1461755.85,0,710363,710363,EXTERNAL_EXIT
861,Rutjingka,1,,service,458816409,82642.13,-2582268.03,0,711249,711249,EXTERNAL_EXIT
861,Rutjingka,2,,service,1223940756,83134.35,-2581384.44,0,711249,711249,EXTERNAL_EXIT
861,Rutjingka,3,,service,1223940756,82929.49,-2582013.32,0,711249,711249,EXTERNAL_EXIT
861,Rutjingka,4,,track,93786695,83050.93,-2581807.73,0,711249,711249,EXTERNAL_EXIT
18964,Ti Tree,1,Stuart Highway,trunk,226560889,145205.72,-2383025.64,0,710988,710988,EXTERNAL_EXIT
18964,Ti Tree,2,,track_grade3,777720840,144068.84,-2382455.1,0,710988,710988,EXTERNAL_EXIT
18964,Ti Tree,3,Nturiya Road,unclassified,215104253,144125,-2382563.17,0,710988,710988,EXTERNAL_EXIT
18964,Ti Tree,4,Stuart Highway,trunk,226560878,145129.23,-2381063.76,0,710988,710988,EXTERNAL_EXIT
18964,Ti Tree,5,,track_grade3,215056707,145735.48,-2382708.78,0,710988,710988,EXTERNAL_EXIT
18974,Timber Creek,1,,track_grade3,369735768,-163261.34,-1665977.95,15,337,710767,LOCAL_OR_DEAD_END
18974,Timber Creek,2,Victoria Highway,trunk,320186826,-164157.25,-1664315.9,0,710767,710767,EXTERNAL_EXIT
18974,Timber Creek,3,Victoria Highway,trunk,320186826,-163700.08,-1666256.52,0,710767,710767,EXTERNAL_EXIT
18974,Timber Creek,4,,track,320186821,-164723.51,-1664616.64,0,710767,710767,EXTERNAL_EXIT
18974,Timber Creek,5,Heritage Walk,track_grade3,335663517,-164083.83,-1664306.07,130,8,710767,LOCAL_OR_DEAD_END
18974,Timber Creek,6,,unclassified,29397071,-164120.62,-1664310.46,130,8,710767,LOCAL_OR_DEAD_END
149,Tjamangkurra,1,,track,1223940771,81744.24,-2588100.87,90,23,711192,LOCAL_OR_DEAD_END
149,Tjamangkurra,2,,track_grade3,459803622,81462.98,-2586415.24,0,711192,711192,EXTERNAL_EXIT
149,Tjamangkurra,3,,track,1223940773,80568.09,-2586493.42,0,711192,711192,EXTERNAL_EXIT
149,Tjamangkurra,4,,unclassified,93640275,82083.92,-2587467.47,0,711192,711192,EXTERNAL_EXIT
149,Tjamangkurra,5,,unclassified,93640275,80298.95,-2586736.93,0,711192,711192,EXTERNAL_EXIT
149,Tjamangkurra,6,,track,93782539,81645.02,-2586510.17,0,711192,711192,EXTERNAL_EXIT
762,Tjintirtjintirpa,1,,track_grade3,777988300,-73692.12,-2511778.42,12,495,710744,LOCAL_OR_DEAD_END
762,Tjintirtjintirpa,2,,track,399080181,-74142.46,-2509831.91,0,710744,710744,EXTERNAL_EXIT
762,Tjintirtjintirpa,3,,track,143122348,-74022.64,-2509808.11,0,710744,710744,EXTERNAL_EXIT
928,Tnerte,1,Larapinta Drive,primary,376662588,172599.02,-2563115.27,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,2,Larapinta Drive,primary,376662588,174024.02,-2562559.21,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,3,,track,1266217945,174074.39,-2562589.4,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,4,,track,1266217945,172577.23,-2563189,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,5,,residential,440540132,174516.95,-2563206.57,70,38,711049,LOCAL_OR_DEAD_END
928,Tnerte,6,,residential,440540124,174503.81,-2563154.12,70,38,711049,LOCAL_OR_DEAD_END
928,Tnerte,7,,unclassified,448647005,172687.5,-2562924.17,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,8,,residential,377597055,174277.74,-2562757.79,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,9,,residential,1485872461,172816.77,-2562752.57,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,10,,residential,1485872459,172896.05,-2562676.58,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,11,,unclassified,1486468931,172921.02,-2562655.68,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,12,,unclassified,1485326896,173104.03,-2562540.13,0,711049,711049,EXTERNAL_EXIT
928,Tnerte,13,,track,1485872454,173330.69,-2562460.5,0,711049,711049,EXTERNAL_EXIT
155,Tnyimipurta,1,,track_grade3,446597492,68619.39,-2578045.85,0,711251,711251,EXTERNAL_EXIT
155,Tnyimipurta,2,No Entry (Aboriginal Freehold),unclassified,440566916,67293.88,-2579126.82,0,711251,711251,EXTERNAL_EXIT
155,Tnyimipurta,3,No Entry (Aboriginal Freehold),unclassified,440566916,68412.99,-2577564.82,0,711251,711251,EXTERNAL_EXIT
929,Twetye (A),1,Larapinta Drive,primary,376662588,173020.29,-2562963.47,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),2,Larapinta Drive,primary,376662588,171392.64,-2563388.57,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),3,,track,1248088754,171330.01,-2563325.33,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),4,,track,1266217945,172992.43,-2563040.34,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),5,,track,1266217945,171445.31,-2563434.72,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),6,,residential,448646988,171112.61,-2562942.89,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),7,,residential,448646987,173032.1,-2562924.34,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),8,,track,1246973499,171097.1,-2562881.01,128,10,710920,LOCAL_OR_DEAD_END
929,Twetye (A),9,,service,459875684,171084.29,-2562816.21,139,7,710920,LOCAL_OR_DEAD_END
929,Twetye (A),10,,service,459875684,171083.72,-2562812.4,182,1,710920,LOCAL_OR_DEAD_END
929,Twetye (A),11,,track,1485872458,173058.86,-2562795.39,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),12,,unclassified,1485326896,172871.55,-2562058.58,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),13,,unclassified,1485326896,173050.79,-2562849.71,0,710920,710920,EXTERNAL_EXIT
929,Twetye (A),14,,track,1486469774,172663.24,-2561850.97,59,56,710920,LOCAL_OR_DEAD_END
930,Twetye (B),1,Larapinta Drive,primary,376662588,170487.88,-2563677.03,0,711081,711081,EXTERNAL_EXIT
930,Twetye (B),2,Larapinta Drive,primary,376662588,172106.28,-2563229.11,0,711081,711081,EXTERNAL_EXIT
930,Twetye (B),3,,unclassified,1182599331,170404.93,-2563593.95,0,711081,711081,EXTERNAL_EXIT
930,Twetye (B),4,,residential,448647003,170168.26,-2563105.5,182,1,711081,LOCAL_OR_DEAD_END
930,Twetye (B),5,,track,1266217945,170539.2,-2563720.01,0,711081,711081,EXTERNAL_EXIT
930,Twetye (B),6,,track,1266217945,172084.13,-2563291.02,0,711081,711081,EXTERNAL_EXIT
930,Twetye (B),7,,residential,1486469778,170168.33,-2563105.92,183,1,711081,LOCAL_OR_DEAD_END
930,Twetye (B),8,,residential,448646988,170207.77,-2563256.55,175,2,711081,LOCAL_OR_DEAD_END
930,Twetye (B),9,,track,1182599045,170156.88,-2563028.13,132,8,711081,LOCAL_OR_DEAD_END
930,Twetye (B),10,,unclassified,448647004,172129.13,-2563141.21,0,711081,711081,EXTERNAL_EXIT
930,Twetye (B),11,,residential,1486468943,172110.57,-2562646.83,0,711081,711081,EXTERNAL_EXIT
931,Tywenpe (A),1,,track,1485567483,175482.9,-2560929.16,0,710802,710802,EXTERNAL_EXIT
931,Tywenpe (A),2,,residential,460002184,174993.45,-2561989.95,0,710802,710802,EXTERNAL_EXIT
931,Tywenpe (A),3,Darken Drive,unclassified,69358288,175351.95,-2561644.29,0,710802,710802,EXTERNAL_EXIT
931,Tywenpe (A),4,,track,1485872453,173725.98,-2561751.29,0,710802,710802,EXTERNAL_EXIT
931,Tywenpe (A),5,Darken Drive,unclassified,69358286,174869.78,-2560191.28,20,237,710802,LOCAL_OR_DEAD_END
933,Tywenpe (C),1,Larapinta Drive,primary,376662588,169655.93,-2563837.02,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),2,Larapinta Drive,primary,376662588,171230.35,-2563424.81,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),3,,unclassified,448886137,169679.4,-2563855.47,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),4,,track,1266217944,169675.63,-2563852.67,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),5,,residential,448885372,170940,-2563834.57,112,13,711096,LOCAL_OR_DEAD_END
933,Tywenpe (C),6,,unclassified,1182599331,169597.85,-2563784.39,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),7,,track,1248088754,171259.41,-2563336.61,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),8,,track,1266217945,169782.81,-2563926.22,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),9,,track,1266217945,171203.13,-2563489.1,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),10,,unclassified,448647002,171291.29,-2562968.31,0,711096,711096,EXTERNAL_EXIT
933,Tywenpe (C),11,,unclassified,1486469776,171279.17,-2562886.62,0,711096,711096,EXTERNAL_EXIT
934,Tywenpe (D),1,,track,1266217945,168610.98,-2564351.47,0,711221,711221,EXTERNAL_EXIT
934,Tywenpe (D),2,,unclassified,460008793,168479.38,-2564371.02,0,711221,711221,EXTERNAL_EXIT
760,Ulambara,1,,track,783468122,-6887.33,-2508798.86,0,711209,711209,EXTERNAL_EXIT
760,Ulambara,2,,unclassified,143126491,-6912.17,-2510585.79,0,711209,711209,EXTERNAL_EXIT
760,Ulambara,3,,unclassified,143126491,-7253.5,-2508691.03,0,711209,711209,EXTERNAL_EXIT
760,Ulambara,4,,track_grade2,777731426,-8234.66,-2509227.74,0,711209,711209,EXTERNAL_EXIT
760,Ulambara,5,,unclassified,143126484,-7486.75,-2508697.5,0,711209,711209,EXTERNAL_EXIT
760,Ulambara,6,,track_grade4,143126463,-7688.82,-2508748.05,0,711209,711209,EXTERNAL_EXIT
162,Ulpanyali,1,,unclassified,93652317,-49279.67,-2616993.87,0,711260,711260,EXTERNAL_EXIT
162,Ulpanyali,2,,unclassified,1545739698,-49173.33,-2616675.42,0,711260,711260,EXTERNAL_EXIT
772,Ulpunda,1,Palm Valley Track,unclassified,33920888,77877.72,-2586398.12,0,711212,711212,EXTERNAL_EXIT
772,Ulpunda,2,Larapinta Drive,primary,227896710,78100.33,-2585421.65,0,711212,711212,EXTERNAL_EXIT
772,Ulpunda,3,,track,93780622,76758.72,-2584796.64,0,711212,711212,EXTERNAL_EXIT
772,Ulpunda,4,Larapinta Drive,primary,1068740878,76378.11,-2585078.13,0,711212,711212,EXTERNAL_EXIT
711,Undoolya Bore,1,,unclassified,321973983,214620.5,-2563870.58,0,711205,711205,EXTERNAL_EXIT
711,Undoolya Bore,2,,track,884877420,214611.05,-2563832.88,0,711205,711205,EXTERNAL_EXIT
711,Undoolya Bore,3,Ross Highway,secondary,803493621,214620.41,-2564312.68,0,711205,711205,EXTERNAL_EXIT
711,Undoolya Bore,4,Ross Highway,secondary,803493621,213908.58,-2565055.38,0,711205,711205,EXTERNAL_EXIT
711,Undoolya Bore,5,Binns Track,track,182885003,214098.49,-2564982.4,179,1,711205,LOCAL_OR_DEAD_END
908,Wakurlpu,1,Stuart Highway,trunk,484620382,230144.6,-2217349.91,0,711205,711205,EXTERNAL_EXIT
908,Wakurlpu,2,,track,260732745,230056.5,-2217389.1,0,711205,711205,EXTERNAL_EXIT
908,Wakurlpu,3,,service,75521499,230240.34,-2217295.33,0,711205,711205,EXTERNAL_EXIT
908,Wakurlpu,4,,service,226561111,230206.65,-2217315.52,0,711205,711205,EXTERNAL_EXIT
908,Wakurlpu,5,,track_grade3,770265842,230285.11,-2217263.64,0,711205,711205,EXTERNAL_EXIT
908,Wakurlpu,6,,track_grade3,770265842,230413.46,-2217152.49,106,15,711205,LOCAL_OR_DEAD_END
908,Wakurlpu,7,Stuart Highway,trunk,121502786,229877.44,-2215474.79,0,711205,711205,EXTERNAL_EXIT
908,Wakurlpu,8,,track,260732749,228829.89,-2215958.68,0,711205,711205,EXTERNAL_EXIT
178,Wanmarra,1,,unclassified,460910527,-19282.26,-2634972.64,0,711247,711247,EXTERNAL_EXIT
180,Warumpi,1,Warumpi Road,unclassified,189318505,-3429.22,-2499804.4,0,711267,711267,EXTERNAL_EXIT
180,Warumpi,2,,track,189318555,-2430.99,-2500385.3,0,711267,711267,EXTERNAL_EXIT
877,Wataru,1,Private Road,residential,187125445,-293118.91,-2690833.35,0,711105,711105,EXTERNAL_EXIT
877,Wataru,2,Tjukaruru Road,primary,740132681,-293089.97,-2690805.64,0,711105,711105,EXTERNAL_EXIT
877,Wataru,3,Tjukaruru Road,primary,740132681,-294743.41,-2690447.77,35,107,711105,LOCAL_OR_DEAD_END
877,Wataru,4,,track,399509192,-294409.33,-2689311.83,35,107,711105,LOCAL_OR_DEAD_END
952,Wiitin,1,,service,794399115,232915.21,-2095905.93,0,711186,711186,EXTERNAL_EXIT
952,Wiitin,2,,track_grade3,777660554,232914.24,-2095903.24,0,711186,711186,EXTERNAL_EXIT
952,Wiitin,3,,track,320682478,234753.93,-2095130.65,55,65,711186,LOCAL_OR_DEAD_END
432,Wilgi,1,,track_grade2,645135715,84085.3,-1210751.2,0,711153,711153,EXTERNAL_EXIT
432,Wilgi,2,,track,460114484,84528.28,-1210119.84,152,5,711153,LOCAL_OR_DEAD_END
275,Wollogorang,1,Westmoreland Road,tertiary,1073522132,638868.73,-1850121.59,145,6,711238,LOCAL_OR_DEAD_END
275,Wollogorang,2,,track,206879316,638759.87,-1849996.73,127,9,711238,LOCAL_OR_DEAD_END
275,Wollogorang,3,Wollogorang Road,tertiary,344919584,637412.45,-1849959.87,0,711238,711238,EXTERNAL_EXIT
707,Wunara,1,,service,154686853,481480.26,-2150785.46,0,711221,711221,EXTERNAL_EXIT
707,Wunara,2,Barkly Highway,trunk,794399113,480498.18,-2150791.67,0,711221,711221,EXTERNAL_EXIT
707,Wunara,3,Barkly Highway,trunk,794399113,481363.32,-2150729.91,0,711221,711221,EXTERNAL_EXIT
817,Wurlbu,1,Carpentaria Highway,primary,174189789,461201.14,-1718280.17,0,711242,711242,EXTERNAL_EXIT
817,Wurlbu,2,Carpentaria Highway,primary,174189789,460238.08,-1718242.77,0,711242,711242,EXTERNAL_EXIT
569,Yanungbi,1,Scout Camp Road,unclassified,47067247,516000.69,-1305047.05,0,711154,711154,EXTERNAL_EXIT
569,Yanungbi,2,Scout Camp Road,unclassified,47067247,515102.09,-1303754.13,38,101,711154,LOCAL_OR_DEAD_END
939,Yartalu Yartalu,1,,service,320600156,-169610.43,-2208457.17,0,711276,711276,EXTERNAL_EXIT
