Community_ID,Community,exit_number,osm_id,road_name,fclass,graph_node_x,graph_node_y,status
614,Lul-Tju,1,188736186,Parnta Access Road,unclassified,-148929.37,-1965636.87,NEW NODE
614,Lul-Tju,2,188736186,Parnta Access Road,unclassified,-148233.79,-1963765.81,NEW NODE
94,Lyilyalanama,1,93781350,,track,75537.27,-2585730.04,NEW NODE
94,Lyilyalanama,2,93781350,,track,75498.09,-2585753.52,NEW NODE
94,Lyilyalanama,3,93776005,,unclassified,74049.35,-2585159.78,NEW NODE
94,Lyilyalanama,4,93780622,,track,76007.51,-2584843.37,NEW NODE
94,Lyilyalanama,5,1068740878,Larapinta Drive,primary,76008.63,-2584897.79,NEW NODE
94,Lyilyalanama,6,93776147,,track,74068.3,-2584547.44,NEW NODE
94,Lyilyalanama,7,93776549,,track,74541.5,-2583998.39,NEW NODE
94,Lyilyalanama,8,182528307,Larapinta Drive,primary,74382.16,-2584103.65,NEW NODE
897,Mandedjkadjang,1,447934882,,unclassified,225174.61,-1295767.32,NEW NODE
897,Mandedjkadjang,2,447934882,,unclassified,226035.65,-1294741.18,NEW NODE
23547,Mataranka,1,765978968,Stuart Highway,trunk,116371.67,-1584663.88,NEW NODE
23547,Mataranka,2,262978366,,track,116234.96,-1584719.26,NEW NODE
23547,Mataranka,3,453949962,,service,115183.68,-1584427.19,NEW NODE
23547,Mataranka,4,117058672,Carew Road,unclassified,115439.97,-1584635.55,NEW NODE
23547,Mataranka,5,334320944,,service,115140.97,-1583157.64,NEW NODE
23547,Mataranka,6,334320944,,service,114998.29,-1584119.26,NEW NODE
23547,Mataranka,7,334320944,,service,115003.05,-1584132.57,NEW NODE
23547,Mataranka,8,262978377,,track,116907.66,-1583547.43,NEW NODE
23547,Mataranka,9,262978352,,track,116824.86,-1583316.39,NEW NODE
23547,Mataranka,10,482759395,Roper Terrace,trunk,115225.58,-1583059.65,NEW NODE
23547,Mataranka,11,462105405,Martin Road,tertiary,116687.52,-1583111.86,NEW NODE
23547,Mataranka,12,262978380,,track,116580.58,-1583005.58,NEW NODE
872,Merral Ntarrakala,1,1223940756,,service,82916.25,-2582055.44,NEW NODE
872,Merral Ntarrakala,2,93786570,,track,82541.58,-2581562.58,NEW NODE
872,Merral Ntarrakala,3,93782790,,track,83519.97,-2580235.2,NEW NODE
872,Merral Ntarrakala,4,93787034,,unclassified,83544.83,-2582230.51,NEW NODE
872,Merral Ntarrakala,5,93787034,,unclassified,83969.47,-2582107.33,NEW NODE
106,Motna's,1,33920888,Palm Valley Track,unclassified,77882.21,-2586099.46,NEW NODE
106,Motna's,2,227896715,Larapinta Drive,primary,78497.05,-2585185.1,NEW NODE
106,Motna's,3,93780622,,track,76573.69,-2584793.64,NEW NODE
106,Motna's,4,208044600,,unclassified,78440.75,-2584848.1,NEW NODE
106,Motna's,5,1068740878,Larapinta Drive,primary,76499.39,-2585137.33,NEW NODE
106,Motna's,6,208044535,Kaltjarrinja Street,residential,78387.57,-2584722.45,NEW NODE
106,Motna's,7,1223940748,,service,78163.79,-2584432.48,NEW NODE
106,Motna's,8,776784284,,service,78181.65,-2584448.67,NEW NODE
106,Motna's,9,1223940750,,service,78146.96,-2584417.22,NEW NODE
106,Motna's,10,172293679,Raberaba Circuit,residential,77988.01,-2584306.1,NEW NODE
106,Motna's,11,172293679,Raberaba Circuit,residential,78229.11,-2584496.52,NEW NODE
106,Motna's,12,93783958,,track,77563.95,-2584179.82,NEW NODE
875,Mount Twellar,1,446455293,,track_grade4,164863.52,-2539819.04,NEW NODE
380,Mudginberri,1,452818436,,residential,95885.6,-1330275.73,NEW NODE
380,Mudginberri,2,452826153,,residential,95657.76,-1329062.25,NEW NODE
801,Mumukala,1,324991226,,unclassified,73620.46,-1331868.56,NEW NODE
801,Mumukala,2,452375172,,track_grade5,73514.46,-1329884.15,NEW NODE
648,Muruning,1,134014740,Victoria Highway,trunk,-163846.97,-1667647.44,NEW NODE
648,Muruning,2,369735768,,track_grade3,-163319.88,-1665723.05,NEW NODE
648,Muruning,3,369735768,,track_grade3,-163057.35,-1667581.39,NEW NODE
648,Muruning,4,320186826,Victoria Highway,trunk,-163880.84,-1665764.9,NEW NODE
648,Muruning,5,320186821,,track,-164194.37,-1665954.43,NEW NODE
678,Myatt,1,134014740,Victoria Highway,trunk,-163838.72,-1669166.31,NEW NODE
678,Myatt,2,134014740,Victoria Highway,trunk,-163925.83,-1671092.94,NEW NODE
678,Myatt,3,369735768,,track_grade3,-163308.77,-1671090.55,NEW NODE
678,Myatt,4,369735768,,track_grade3,-163193.68,-1669238.39,NEW NODE
886,Nadilmuk,1,213563072,,track,254879.03,-1266894.5,NEW NODE
770,Ntakarra,1,93777079,,track,68883.76,-2578068.3,NEW NODE
770,Ntakarra,2,93777079,,track,69200.18,-2578266.86,NEW NODE
770,Ntakarra,3,93777079,,track,69517.58,-2578928.45,NEW NODE
770,Ntakarra,4,448801069,,track_grade4,69413.08,-2579449.36,NEW NODE
770,Ntakarra,5,446597492,,track_grade3,68425.24,-2578004.03,NEW NODE
770,Ntakarra,6,440566916,No Entry (Aboriginal Freehold),unclassified,67530.7,-2578868.78,NEW NODE
770,Ntakarra,7,440566916,No Entry (Aboriginal Freehold),unclassified,68048.89,-2578117.87,NEW NODE
770,Ntakarra,8,456567646,,track_grade3,67632.47,-2578542.03,NEW NODE
770,Ntakarra,9,446597493,,track,68862.73,-2578060.77,NEW NODE
281,Paradise Farm,1,506830569,Kakadu Highway,secondary,59655.01,-1366851.02,NEW NODE
281,Paradise Farm,2,330896188,,track,59509.22,-1367093.51,NEW NODE
281,Paradise Farm,3,449694095,Kakadu Highway,secondary,59661.54,-1366088.71,NEW NODE
926,Payeperrentye (B),1,450575036,,unclassified,157507.14,-2566711.29,NEW NODE
926,Payeperrentye (B),2,450575038,,unclassified,157795.15,-2565290.19,NEW NODE
926,Payeperrentye (B),3,450575012,,track_grade4,157910.85,-2565508.26,NEW NODE
927,Perte Therre,1,376662588,Larapinta Drive,primary,167015.69,-2564700.88,NEW NODE
927,Perte Therre,2,376662588,Larapinta Drive,primary,165289.8,-2565247.95,NEW NODE
927,Perte Therre,3,448897354,,unclassified,166994.43,-2564812.7,NEW NODE
927,Perte Therre,4,457648443,,track_grade3,167009.97,-2564404.45,NEW NODE
927,Perte Therre,5,457648458,,track_grade3,165039.68,-2564408,NEW NODE
927,Perte Therre,6,457648460,,track_grade4,165036.3,-2564713.07,NEW NODE
133,Phillipson Bore,1,778299207,,track_grade4,245453.27,-2603594.1,NEW NODE
133,Phillipson Bore,2,376369383,,unclassified,243581.05,-2604118.36,NEW NODE
17626,Pine Creek,1,588231908,Jollys Dam Road,unclassified,-18369.94,-1463687.11,NEW NODE
17626,Pine Creek,2,172802719,Stuart Highway,trunk,-17331.48,-1463312.04,NEW NODE
17626,Pine Creek,3,172802719,Stuart Highway,trunk,-18496.93,-1461785.94,NEW NODE
17626,Pine Creek,4,591367291,,track,-17997.57,-1463706.26,NEW NODE
17626,Pine Creek,5,591367291,,track,-17462.41,-1463456.48,NEW NODE
17626,Pine Creek,6,29251848,Chinatown Road,unclassified,-17685.02,-1463609.48,NEW NODE
17626,Pine Creek,7,374774863,,unclassified,-18874.97,-1463385.83,NEW NODE
17626,Pine Creek,8,374774863,,unclassified,-18680.49,-1463553.27,NEW NODE
17626,Pine Creek,9,588231905,,track,-18372.61,-1463686.44,NEW NODE
17626,Pine Creek,10,776211433,,track,-18333.78,-1463696.17,NEW NODE
17626,Pine Creek,11,588231896,,track,-17137.68,-1462802.69,NEW NODE
17626,Pine Creek,12,29251901,Enterprise Road,unclassified,-19116.49,-1462536.76,NEW NODE
17626,Pine Creek,13,4880472,Main Terrace,tertiary,-18772.17,-1461947.6,NEW NODE
17626,Pine Creek,14,588231891,,track,-17613.56,-1461863.83,NEW NODE
17626,Pine Creek,15,588231891,,track,-17282.58,-1463239.9,NEW NODE
17626,Pine Creek,16,29251900,Eleanor Road,unclassified,-19033.98,-1462284.65,NEW NODE
17626,Pine Creek,17,400422582,,service,-17148.27,-1462551.21,NEW NODE
17626,Pine Creek,18,401114270,,service,-17448.77,-1461989.26,NEW NODE
17626,Pine Creek,19,401282482,Kakadu Highway,secondary,-18408.18,-1461755.85,NEW NODE
861,Rutjingka,1,458816409,,service,82642.13,-2582268.03,NEW NODE
861,Rutjingka,2,1223940756,,service,83134.35,-2581384.44,NEW NODE
861,Rutjingka,3,1223940756,,service,82929.49,-2582013.32,NEW NODE
861,Rutjingka,4,93786695,,track,83050.93,-2581807.73,NEW NODE
18964,Ti Tree,1,226560889,Stuart Highway,trunk,145205.72,-2383025.64,NEW NODE
18964,Ti Tree,2,777720840,,track_grade3,144068.84,-2382455.1,NEW NODE
18964,Ti Tree,3,215104253,Nturiya Road,unclassified,144125,-2382563.17,NEW NODE
18964,Ti Tree,4,226560878,Stuart Highway,trunk,145129.23,-2381063.76,NEW NODE
18964,Ti Tree,5,215056707,,track_grade3,145735.48,-2382708.78,NEW NODE
18974,Timber Creek,1,369735768,,track_grade3,-163261.34,-1665977.95,NEW NODE
18974,Timber Creek,2,320186826,Victoria Highway,trunk,-164157.25,-1664315.9,NEW NODE
18974,Timber Creek,3,320186826,Victoria Highway,trunk,-163700.08,-1666256.52,NEW NODE
18974,Timber Creek,4,320186821,,track,-164723.51,-1664616.64,NEW NODE
18974,Timber Creek,5,335663517,Heritage Walk,track_grade3,-164083.83,-1664306.07,NEW NODE
18974,Timber Creek,6,29397071,,unclassified,-164120.62,-1664310.46,NEW NODE
149,Tjamangkurra,1,1223940771,,track,81744.24,-2588100.87,NEW NODE
149,Tjamangkurra,2,459803622,,track_grade3,81462.98,-2586415.24,NEW NODE
149,Tjamangkurra,3,1223940773,,track,80568.09,-2586493.42,NEW NODE
149,Tjamangkurra,4,93640275,,unclassified,82083.92,-2587467.47,NEW NODE
149,Tjamangkurra,5,93640275,,unclassified,80298.95,-2586736.93,NEW NODE
149,Tjamangkurra,6,93782539,,track,81645.02,-2586510.17,NEW NODE
762,Tjintirtjintirpa,1,777988300,,track_grade3,-73692.12,-2511778.42,NEW NODE
762,Tjintirtjintirpa,2,399080181,,track,-74142.46,-2509831.91,NEW NODE
762,Tjintirtjintirpa,3,143122348,,track,-74022.64,-2509808.11,NEW NODE
928,Tnerte,1,376662588,Larapinta Drive,primary,172599.02,-2563115.27,NEW NODE
928,Tnerte,2,376662588,Larapinta Drive,primary,174024.02,-2562559.21,NEW NODE
928,Tnerte,3,1266217945,,track,174074.39,-2562589.4,NEW NODE
928,Tnerte,4,1266217945,,track,172577.23,-2563189,NEW NODE
928,Tnerte,5,440540132,,residential,174516.95,-2563206.57,NEW NODE
928,Tnerte,6,440540124,,residential,174503.81,-2563154.12,NEW NODE
928,Tnerte,7,448647005,,unclassified,172687.5,-2562924.17,NEW NODE
928,Tnerte,8,377597055,,residential,174277.74,-2562757.79,NEW NODE
928,Tnerte,9,1485872461,,residential,172816.77,-2562752.57,NEW NODE
928,Tnerte,10,1485872459,,residential,172896.05,-2562676.58,NEW NODE
928,Tnerte,11,1486468931,,unclassified,172921.02,-2562655.68,NEW NODE
928,Tnerte,12,1485326896,,unclassified,173104.03,-2562540.13,NEW NODE
928,Tnerte,13,1485872454,,track,173330.69,-2562460.5,NEW NODE
155,Tnyimipurta,1,446597492,,track_grade3,68619.39,-2578045.85,NEW NODE
155,Tnyimipurta,2,440566916,No Entry (Aboriginal Freehold),unclassified,67293.88,-2579126.82,NEW NODE
155,Tnyimipurta,3,440566916,No Entry (Aboriginal Freehold),unclassified,68412.99,-2577564.82,NEW NODE
929,Twetye (A),1,376662588,Larapinta Drive,primary,173020.29,-2562963.47,NEW NODE
929,Twetye (A),2,376662588,Larapinta Drive,primary,171392.64,-2563388.57,NEW NODE
929,Twetye (A),3,1248088754,,track,171330.01,-2563325.33,NEW NODE
929,Twetye (A),4,1266217945,,track,172992.43,-2563040.34,NEW NODE
929,Twetye (A),5,1266217945,,track,171445.31,-2563434.72,NEW NODE
929,Twetye (A),6,448646988,,residential,171112.61,-2562942.89,NEW NODE
929,Twetye (A),7,448646987,,residential,173032.1,-2562924.34,NEW NODE
929,Twetye (A),8,1246973499,,track,171097.1,-2562881.01,NEW NODE
929,Twetye (A),9,459875684,,service,171084.29,-2562816.21,NEW NODE
929,Twetye (A),10,459875684,,service,171083.72,-2562812.4,NEW NODE
929,Twetye (A),11,1485872458,,track,173058.86,-2562795.39,NEW NODE
929,Twetye (A),12,1485326896,,unclassified,172871.55,-2562058.58,NEW NODE
929,Twetye (A),13,1485326896,,unclassified,173050.79,-2562849.71,NEW NODE
929,Twetye (A),14,1486469774,,track,172663.24,-2561850.97,NEW NODE
930,Twetye (B),1,376662588,Larapinta Drive,primary,170487.88,-2563677.03,NEW NODE
930,Twetye (B),2,376662588,Larapinta Drive,primary,172106.28,-2563229.11,NEW NODE
930,Twetye (B),3,1182599331,,unclassified,170404.93,-2563593.95,NEW NODE
930,Twetye (B),4,448647003,,residential,170168.26,-2563105.5,NEW NODE
930,Twetye (B),5,1266217945,,track,170539.2,-2563720.01,NEW NODE
930,Twetye (B),6,1266217945,,track,172084.13,-2563291.02,NEW NODE
930,Twetye (B),7,1486469778,,residential,170168.33,-2563105.92,NEW NODE
930,Twetye (B),8,448646988,,residential,170207.77,-2563256.55,NEW NODE
930,Twetye (B),9,1182599045,,track,170156.88,-2563028.13,NEW NODE
930,Twetye (B),10,448647004,,unclassified,172129.13,-2563141.21,NEW NODE
930,Twetye (B),11,1486468943,,residential,172110.57,-2562646.83,NEW NODE
931,Tywenpe (A),1,1485567483,,track,175482.9,-2560929.16,NEW NODE
931,Tywenpe (A),2,460002184,,residential,174993.45,-2561989.95,NEW NODE
931,Tywenpe (A),3,69358288,Darken Drive,unclassified,175351.95,-2561644.29,NEW NODE
931,Tywenpe (A),4,1485872453,,track,173725.98,-2561751.29,NEW NODE
931,Tywenpe (A),5,69358286,Darken Drive,unclassified,174869.78,-2560191.28,NEW NODE
933,Tywenpe (C),1,376662588,Larapinta Drive,primary,169655.93,-2563837.02,NEW NODE
933,Tywenpe (C),2,376662588,Larapinta Drive,primary,171230.35,-2563424.81,NEW NODE
933,Tywenpe (C),3,448886137,,unclassified,169679.4,-2563855.47,NEW NODE
933,Tywenpe (C),4,1266217944,,track,169675.63,-2563852.67,NEW NODE
933,Tywenpe (C),5,448885372,,residential,170940,-2563834.57,NEW NODE
933,Tywenpe (C),6,1182599331,,unclassified,169597.85,-2563784.39,NEW NODE
933,Tywenpe (C),7,1248088754,,track,171259.41,-2563336.61,NEW NODE
933,Tywenpe (C),8,1266217945,,track,169782.81,-2563926.22,NEW NODE
933,Tywenpe (C),9,1266217945,,track,171203.13,-2563489.1,NEW NODE
933,Tywenpe (C),10,448647002,,unclassified,171291.29,-2562968.31,NEW NODE
933,Tywenpe (C),11,1486469776,,unclassified,171279.17,-2562886.62,NEW NODE
934,Tywenpe (D),1,1266217945,,track,168610.98,-2564351.47,NEW NODE
934,Tywenpe (D),2,460008793,,unclassified,168479.38,-2564371.02,NEW NODE
760,Ulambara,1,783468122,,track,-6887.33,-2508798.86,NEW NODE
760,Ulambara,2,143126491,,unclassified,-6912.17,-2510585.79,NEW NODE
760,Ulambara,3,143126491,,unclassified,-7253.5,-2508691.03,NEW NODE
760,Ulambara,4,777731426,,track_grade2,-8234.66,-2509227.74,NEW NODE
760,Ulambara,5,143126484,,unclassified,-7486.75,-2508697.5,NEW NODE
760,Ulambara,6,143126463,,track_grade4,-7688.82,-2508748.05,NEW NODE
162,Ulpanyali,1,93652317,,unclassified,-49279.67,-2616993.87,NEW NODE
162,Ulpanyali,2,1545739698,,unclassified,-49173.33,-2616675.42,NEW NODE
772,Ulpunda,1,33920888,Palm Valley Track,unclassified,77877.72,-2586398.12,NEW NODE
772,Ulpunda,2,227896710,Larapinta Drive,primary,78100.33,-2585421.65,NEW NODE
772,Ulpunda,3,93780622,,track,76758.72,-2584796.64,NEW NODE
772,Ulpunda,4,1068740878,Larapinta Drive,primary,76378.11,-2585078.13,NEW NODE
711,Undoolya Bore,1,321973983,,unclassified,214620.5,-2563870.58,NEW NODE
711,Undoolya Bore,2,884877420,,track,214611.05,-2563832.88,NEW NODE
711,Undoolya Bore,3,803493621,Ross Highway,secondary,214620.41,-2564312.68,NEW NODE
711,Undoolya Bore,4,803493621,Ross Highway,secondary,213908.58,-2565055.38,NEW NODE
711,Undoolya Bore,5,182885003,Binns Track,track,214098.49,-2564982.4,NEW NODE
908,Wakurlpu,1,484620382,Stuart Highway,trunk,230144.6,-2217349.91,NEW NODE
908,Wakurlpu,2,260732745,,track,230056.5,-2217389.1,NEW NODE
908,Wakurlpu,3,75521499,,service,230240.34,-2217295.33,NEW NODE
908,Wakurlpu,4,226561111,,service,230206.65,-2217315.52,NEW NODE
908,Wakurlpu,5,770265842,,track_grade3,230285.11,-2217263.64,NEW NODE
908,Wakurlpu,6,770265842,,track_grade3,230413.46,-2217152.49,NEW NODE
908,Wakurlpu,7,121502786,Stuart Highway,trunk,229877.44,-2215474.79,NEW NODE
908,Wakurlpu,8,260732749,,track,228829.89,-2215958.68,NEW NODE
178,Wanmarra,1,460910527,,unclassified,-19282.26,-2634972.64,NEW NODE
180,Warumpi,1,189318505,Warumpi Road,unclassified,-3429.22,-2499804.4,NEW NODE
180,Warumpi,2,189318555,,track,-2430.99,-2500385.3,NEW NODE
877,Wataru,1,187125445,Private Road,residential,-293118.91,-2690833.35,NEW NODE
877,Wataru,2,740132681,Tjukaruru Road,primary,-293089.97,-2690805.64,NEW NODE
877,Wataru,3,740132681,Tjukaruru Road,primary,-294743.41,-2690447.77,NEW NODE
877,Wataru,4,399509192,,track,-294409.33,-2689311.83,NEW NODE
952,Wiitin,1,794399115,,service,232915.21,-2095905.93,NEW NODE
952,Wiitin,2,777660554,,track_grade3,232914.24,-2095903.24,NEW NODE
952,Wiitin,3,320682478,,track,234753.93,-2095130.65,NEW NODE
432,Wilgi,1,645135715,,track_grade2,84085.3,-1210751.2,NEW NODE
432,Wilgi,2,460114484,,track,84528.28,-1210119.84,NEW NODE
275,Wollogorang,1,1073522132,Westmoreland Road,tertiary,638868.73,-1850121.59,NEW NODE
275,Wollogorang,2,206879316,,track,638759.87,-1849996.73,NEW NODE
275,Wollogorang,3,344919584,Wollogorang Road,tertiary,637412.45,-1849959.87,NEW NODE
707,Wunara,1,154686853,,service,481480.26,-2150785.46,NEW NODE
707,Wunara,2,794399113,Barkly Highway,trunk,480498.18,-2150791.67,NEW NODE
707,Wunara,3,794399113,Barkly Highway,trunk,481363.32,-2150729.91,NEW NODE
817,Wurlbu,1,174189789,Carpentaria Highway,primary,461201.14,-1718280.17,NEW NODE
817,Wurlbu,2,174189789,Carpentaria Highway,primary,460238.08,-1718242.77,NEW NODE
569,Yanungbi,1,47067247,Scout Camp Road,unclassified,516000.69,-1305047.05,NEW NODE
569,Yanungbi,2,47067247,Scout Camp Road,unclassified,515102.09,-1303754.13,NEW NODE
939,Yartalu Yartalu,1,320600156,,service,-169610.43,-2208457.17,NEW NODE
