Community_ID,Community,exit_number,osm_id,road_name,fclass,exit_x,exit_y
872,Merral Ntarrakala,2,93786570,,track,82541.57848513256,-2581562.583393403
872,Merral Ntarrakala,3,93782790,,track,83519.97260803166,-2580235.204929246
872,Merral Ntarrakala,4,93787034,,unclassified,83544.83334424194,-2582230.5105779455
872,Merral Ntarrakala,5,93787034,,unclassified,83969.46895086825,-2582107.3298036847
106,Motna's,1,33920888,Palm Valley Track,unclassified,77882.21370979892,-2586099.455924835
106,Motna's,2,227896715,Larapinta Drive,primary,78497.04712922464,-2585185.0950325523
106,Motna's,3,93780622,,track,76573.69411224898,-2584793.6430155295
106,Motna's,4,208044600,,unclassified,78440.75214766354,-2584848.10451683
106,Motna's,5,1068740878,Larapinta Drive,primary,76499.39389721527,-2585137.3254726958
106,Motna's,6,208044535,Kaltjarrinja Street,residential,78387.56890822583,-2584722.452536625
106,Motna's,7,1223940748,,service,78163.78844255439,-2584432.4800618757
106,Motna's,8,776784284,,service,78181.64761867576,-2584448.6666755946
106,Motna's,9,1223940750,,service,78146.9563175601,-2584417.224313039
106,Motna's,10,172293679,Raberaba Circuit,residential,77988.0059897922,-2584306.1046198523
106,Motna's,11,172293679,Raberaba Circuit,residential,78229.11247634544,-2584496.5200544903
106,Motna's,12,93783958,,track,77563.95372057117,-2584179.8186349766
875,Mount Twellar,1,446455293,,track_grade4,164863.51536486272,-2539819.036469723
380,Mudginberri,1,452818436,,residential,95885.5968456568,-1330275.7318451153
380,Mudginberri,2,452826153,,residential,95657.75821981645,-1329062.2510370517
801,Mumukala,1,324991226,,unclassified,73620.46260062903,-1331868.5623722016
801,Mumukala,2,452375172,,track_grade5,73514.46220854494,-1329884.1493762878
648,Muruning,1,134014740,Victoria Highway,trunk,-163846.97215419795,-1667647.4443349373
648,Muruning,2,369735768,,track_grade3,-163319.87890865776,-1665723.051329932
648,Muruning,3,369735768,,track_grade3,-163057.35491453487,-1667581.3924604673
648,Muruning,4,320186826,Victoria Highway,trunk,-163880.83884982864,-1665764.9037012553
648,Muruning,5,320186821,,track,-164194.37171121218,-1665954.4332323098
678,Myatt,1,134014740,Victoria Highway,trunk,-163838.7161073488,-1669166.308536296
678,Myatt,2,134014740,Victoria Highway,trunk,-163925.8322431494,-1671092.9389438815
678,Myatt,3,369735768,,track_grade3,-163308.76545130822,-1671090.5521609057
678,Myatt,4,369735768,,track_grade3,-163193.67839087898,-1669238.3944326176
886,Nadilmuk,1,213563072,,track,254879.02832185,-1266894.503294661
770,Ntakarra,1,93777079,,track,68883.75519454421,-2578068.2960179243
770,Ntakarra,2,93777079,,track,69200.18111936946,-2578266.857442885
770,Ntakarra,3,93777079,,track,69517.5754491732,-2578928.452228973
770,Ntakarra,4,448801069,,track_grade4,69413.08361652505,-2579449.357834836
770,Ntakarra,5,446597492,,track_grade3,68425.2444781704,-2578004.033463351
770,Ntakarra,6,440566916,No Entry (Aboriginal Freehold),unclassified,67530.69783237348,-2578868.7799392873
770,Ntakarra,7,440566916,No Entry (Aboriginal Freehold),unclassified,68048.88695120453,-2578117.8688899465
770,Ntakarra,8,456567646,,track_grade3,67632.4692999487,-2578542.025327274
770,Ntakarra,9,446597493,,track,68862.73176330203,-2578060.773713944
281,Paradise Farm,1,506830569,Kakadu Highway,secondary,59655.00554000182,-1366851.0176463989
281,Paradise Farm,2,330896188,,track,59509.21571523787,-1367093.5083665764
281,Paradise Farm,3,449694095,Kakadu Highway,secondary,59661.53724004432,-1366088.7128702682
926,Payeperrentye (B),1,450575036,,unclassified,157507.14280027474,-2566711.2854866846
926,Payeperrentye (B),2,450575038,,unclassified,157795.15300746614,-2565290.1943060374
926,Payeperrentye (B),3,450575012,,track_grade4,157910.84804033925,-2565508.261355601
927,Perte Therre,1,376662588,Larapinta Drive,primary,167015.68644598345,-2564700.8772062073
927,Perte Therre,2,376662588,Larapinta Drive,primary,165289.80235680073,-2565247.954840707
927,Perte Therre,3,448897354,,unclassified,166994.4335834227,-2564812.700893231
927,Perte Therre,4,457648443,,track_grade3,167009.96764528012,-2564404.447964991
927,Perte Therre,5,457648458,,track_grade3,165039.68226478776,-2564408.0001270664
927,Perte Therre,6,457648460,,track_grade4,165036.2984981703,-2564713.066565287
133,Phillipson Bore,1,778299207,,track_grade4,245453.2742204943,-2603594.0970391454
133,Phillipson Bore,2,376369383,,unclassified,243581.04586586475,-2604118.3630207162
17626,Pine Creek,1,588231908,Jollys Dam Road,unclassified,-18369.940034379535,-1463687.106875792
17626,Pine Creek,2,172802719,Stuart Highway,trunk,-17331.484279476466,-1463312.0409698712
17626,Pine Creek,3,172802719,Stuart Highway,trunk,-18496.926216633638,-1461785.9388091958
17626,Pine Creek,4,591367291,,track,-17997.56763621444,-1463706.2590512575
17626,Pine Creek,5,591367291,,track,-17462.405390097905,-1463456.4816187532
17626,Pine Creek,6,29251848,Chinatown Road,unclassified,-17685.024173627637,-1463609.476320739
17626,Pine Creek,7,374774863,,unclassified,-18874.974304149106,-1463385.8258278547
17626,Pine Creek,8,374774863,,unclassified,-18680.49436353087,-1463553.2720158303
17626,Pine Creek,9,588231905,,track,-18372.60969802581,-1463686.4381598604
17626,Pine Creek,10,776211433,,track,-18333.77556565591,-1463696.1656036295
17626,Pine Creek,11,588231896,,track,-17137.676463396783,-1462802.693169962
17626,Pine Creek,12,29251901,Enterprise Road,unclassified,-19116.485669522368,-1462536.7620214203
17626,Pine Creek,13,4880472,Main Terrace,tertiary,-18772.165622941808,-1461947.5970768665
17626,Pine Creek,14,588231891,,track,-17613.56392718073,-1461863.8343191922
17626,Pine Creek,15,588231891,,track,-17282.58454257031,-1463239.899096033
17626,Pine Creek,16,29251900,Eleanor Road,unclassified,-19033.98464926321,-1462284.6461821522
17626,Pine Creek,17,400422582,,service,-17148.273535152835,-1462551.2138205357
17626,Pine Creek,18,401114270,,service,-17448.773029545602,-1461989.2566665562
17626,Pine Creek,19,401282482,Kakadu Highway,secondary,-18408.18173010637,-1461755.8548042388
861,Rutjingka,1,458816409,,service,82642.1257247192,-2582268.0349179753
861,Rutjingka,2,1223940756,,service,83134.35417365788,-2581384.44318601
861,Rutjingka,3,1223940756,,service,82929.48555182588,-2582013.32150785
861,Rutjingka,4,93786695,,track,83050.93338318264,-2581807.7315217354
18964,Ti Tree,1,226560889,Stuart Highway,trunk,145205.72428346067,-2383025.637913347
18964,Ti Tree,2,777720840,,track_grade3,144068.83856019547,-2382455.102592466
18964,Ti Tree,3,215104253,Nturiya Road,unclassified,144125.00305313035,-2382563.1656622686
18964,Ti Tree,4,226560878,Stuart Highway,trunk,145129.2257092188,-2381063.757345279
18964,Ti Tree,5,215056707,,track_grade3,145735.48024305265,-2382708.78433448
18974,Timber Creek,1,369735768,,track_grade3,-163261.34320606684,-1665977.948553432
18974,Timber Creek,2,320186826,Victoria Highway,trunk,-164157.2548781488,-1664315.8983281644
18974,Timber Creek,3,320186826,Victoria Highway,trunk,-163700.07735447344,-1666256.5238656315
18974,Timber Creek,4,320186821,,track,-164723.505439274,-1664616.6381968867
18974,Timber Creek,5,335663517,Heritage Walk,track_grade3,-164083.83269087074,-1664306.0657783076
18974,Timber Creek,6,29397071,,unclassified,-164120.62075066756,-1664310.464168687
149,Tjamangkurra,1,1223940771,,track,81744.24405880144,-2588100.8723973813
149,Tjamangkurra,2,459803622,,track_grade3,81462.98492955012,-2586415.2423226205
149,Tjamangkurra,3,1223940773,,track,80568.08590314156,-2586493.419308836
149,Tjamangkurra,4,93640275,,unclassified,82083.9165879633,-2587467.4748523324
149,Tjamangkurra,5,93640275,,unclassified,80298.94658258925,-2586736.9288563854
149,Tjamangkurra,6,93782539,,track,81645.02482543596,-2586510.1722473498
762,Tjintirtjintirpa,1,777988300,,track_grade3,-73692.12169575994,-2511778.4151417343
762,Tjintirtjintirpa,2,399080181,,track,-74142.4559482332,-2509831.912275451
762,Tjintirtjintirpa,3,143122348,,track,-74022.64257500837,-2509808.109696753
928,Tnerte,1,376662588,Larapinta Drive,primary,172599.02162070555,-2563115.2717304
928,Tnerte,2,376662588,Larapinta Drive,primary,174024.0204969617,-2562559.2059136415
928,Tnerte,3,1266217945,,track,174074.39088590024,-2562589.3967629117
928,Tnerte,4,1266217945,,track,172577.23366798874,-2563188.9995044526
928,Tnerte,5,440540132,,residential,174516.95194410565,-2563206.5671989745
928,Tnerte,6,440540124,,residential,174503.81355885955,-2563154.115824915
928,Tnerte,7,448647005,,unclassified,172687.50459866258,-2562924.165210409
928,Tnerte,8,377597055,,residential,174277.741013233,-2562757.788048716
928,Tnerte,9,1485872461,,residential,172816.77052272312,-2562752.573267425
928,Tnerte,10,1485872459,,residential,172896.04636083028,-2562676.582190507
928,Tnerte,11,1486468931,,unclassified,172921.01953266637,-2562655.6804765547
928,Tnerte,12,1485326896,,unclassified,173104.03152156968,-2562540.129708206
928,Tnerte,13,1485872454,,track,173330.68955967098,-2562460.4954770673
155,Tnyimipurta,1,446597492,,track_grade3,68619.38657787848,-2578045.8548349747
155,Tnyimipurta,2,440566916,No Entry (Aboriginal Freehold),unclassified,67293.88469234845,-2579126.8191490415
155,Tnyimipurta,3,440566916,No Entry (Aboriginal Freehold),unclassified,68412.98726585729,-2577564.8214176144
929,Twetye (A),1,376662588,Larapinta Drive,primary,173020.2934528145,-2562963.4694056273
929,Twetye (A),2,376662588,Larapinta Drive,primary,171392.63877053725,-2563388.571426126
929,Twetye (A),3,1248088754,,track,171330.0141316958,-2563325.3296606643
929,Twetye (A),4,1266217945,,track,172992.43036954483,-2563040.3364117267
929,Twetye (A),5,1266217945,,track,171445.3114224891,-2563434.7173899184
929,Twetye (A),6,448646988,,residential,171112.60616075157,-2562942.8930885326
929,Twetye (A),7,448646987,,residential,173032.0971780524,-2562924.338694745
929,Twetye (A),8,1246973499,,track,171097.10447273718,-2562881.006880953
929,Twetye (A),9,459875684,,service,171084.28646692925,-2562816.209066982
929,Twetye (A),10,459875684,,service,171083.72217467762,-2562812.404917625
929,Twetye (A),11,1485872458,,track,173058.85815191132,-2562795.3853020556
929,Twetye (A),12,1485326896,,unclassified,172871.54932095075,-2562058.5794618526
929,Twetye (A),13,1485326896,,unclassified,173050.79090614343,-2562849.709148853
929,Twetye (A),14,1486469774,,track,172663.2356567231,-2561850.9744053273
930,Twetye (B),1,376662588,Larapinta Drive,primary,170487.88176990388,-2563677.032383583
930,Twetye (B),2,376662588,Larapinta Drive,primary,172106.2791884167,-2563229.1084731137
930,Twetye (B),3,1182599331,,unclassified,170404.92748754253,-2563593.9519119086
930,Twetye (B),4,448647003,,residential,170168.26452887038,-2563105.497386495
930,Twetye (B),5,1266217945,,track,170539.19925130164,-2563720.006457806
930,Twetye (B),6,1266217945,,track,172084.12785671846,-2563291.017297872
930,Twetye (B),7,1486469778,,residential,170168.32732718228,-2563105.920738326
930,Twetye (B),8,448646988,,residential,170207.76869627208,-2563256.5510914363
930,Twetye (B),9,1182599045,,track,170156.88292809587,-2563028.1327564176
930,Twetye (B),10,448647004,,unclassified,172129.12834150027,-2563141.212987013
930,Twetye (B),11,1486468943,,residential,172110.57058093866,-2562646.833716462
931,Tywenpe (A),1,1485567483,,track,175482.90335250326,-2560929.1623816784
931,Tywenpe (A),2,460002184,,residential,174993.44928051974,-2561989.9505673293
931,Tywenpe (A),3,69358288,Darken Drive,unclassified,175351.9480147955,-2561644.292862655
931,Tywenpe (A),4,1485872453,,track,173725.9827227617,-2561751.2917251033
931,Tywenpe (A),5,69358286,Darken Drive,unclassified,174869.78005281635,-2560191.2807138027
933,Tywenpe (C),1,376662588,Larapinta Drive,primary,169655.9288682848,-2563837.0246445485
933,Tywenpe (C),2,376662588,Larapinta Drive,primary,171230.35423153668,-2563424.8147256826
933,Tywenpe (C),3,448886137,,unclassified,169679.3992418784,-2563855.466518386
933,Tywenpe (C),4,1266217944,,track,169675.6332118627,-2563852.673440167
933,Tywenpe (C),5,448885372,,residential,170939.9968054151,-2563834.566544564
933,Tywenpe (C),6,1182599331,,unclassified,169597.8540287671,-2563784.3886781605
933,Tywenpe (C),7,1248088754,,track,171259.40562288227,-2563336.6064960784
933,Tywenpe (C),8,1266217945,,track,169782.80726122233,-2563926.2162633077
933,Tywenpe (C),9,1266217945,,track,171203.12654642115,-2563489.097847151
933,Tywenpe (C),10,448647002,,unclassified,171291.2893292257,-2562968.30764649
933,Tywenpe (C),11,1486469776,,unclassified,171279.1717221916,-2562886.617375402
934,Tywenpe (D),1,1266217945,,track,168610.9777653925,-2564351.4666320626
934,Tywenpe (D),2,460008793,,unclassified,168479.3823289652,-2564371.0204344434
760,Ulambara,1,783468122,,track,-6887.333595091064,-2508798.8615044365
760,Ulambara,2,143126491,,unclassified,-6912.16569245057,-2510585.7919903216
760,Ulambara,3,143126491,,unclassified,-7253.5047599965155,-2508691.0346828997
760,Ulambara,4,777731426,,track_grade2,-8234.658391466752,-2509227.7402896257
760,Ulambara,5,143126484,,unclassified,-7486.751419919049,-2508697.4991244934
760,Ulambara,6,143126463,,track_grade4,-7688.822974410242,-2508748.0482542827
162,Ulpanyali,1,93652317,,unclassified,-49279.66551866079,-2616993.8665491478
162,Ulpanyali,2,1545739698,,unclassified,-49173.33475063446,-2616675.415659589
772,Ulpunda,1,33920888,Palm Valley Track,unclassified,77877.71887842417,-2586398.123980122
772,Ulpunda,2,227896710,Larapinta Drive,primary,78100.3325660175,-2585421.6544276588
772,Ulpunda,3,93780622,,track,76758.72072609766,-2584796.6371842343
772,Ulpunda,4,1068740878,Larapinta Drive,primary,76378.11190802533,-2585078.1275245543
711,Undoolya Bore,1,321973983,,unclassified,214620.4950700538,-2563870.581379392
711,Undoolya Bore,2,884877420,,track,214611.0509491461,-2563832.878335288
711,Undoolya Bore,3,803493621,Ross Highway,secondary,214620.40801704722,-2564312.6783818
711,Undoolya Bore,4,803493621,Ross Highway,secondary,213908.58452227645,-2565055.377170568
711,Undoolya Bore,5,182885003,Binns Track,track,214098.49410876984,-2564982.397324873
908,Wakurlpu,1,484620382,Stuart Highway,trunk,230144.59521701024,-2217349.914422795
908,Wakurlpu,2,260732745,,track,230056.4951497216,-2217389.100074523
908,Wakurlpu,3,75521499,,service,230240.33572222292,-2217295.3324620835
908,Wakurlpu,4,226561111,,service,230206.65090128555,-2217315.5223667687
908,Wakurlpu,5,770265842,,track_grade3,230285.1068316937,-2217263.636618899
908,Wakurlpu,6,770265842,,track_grade3,230413.46325582068,-2217152.491586098
908,Wakurlpu,7,121502786,Stuart Highway,trunk,229877.44445328962,-2215474.7911029467
908,Wakurlpu,8,260732749,,track,228829.89130565088,-2215958.6767362654
178,Wanmarra,1,460910527,,unclassified,-19282.26239230737,-2634972.6359192943
180,Warumpi,1,189318505,Warumpi Road,unclassified,-3429.2166417688677,-2499804.3952872856
180,Warumpi,2,189318555,,track,-2430.9910768885916,-2500385.2985531525
877,Wataru,1,187125445,Private Road,residential,-293118.9068078322,-2690833.349089267
877,Wataru,2,740132681,Tjukaruru Road,primary,-293089.96965519415,-2690805.641092545
877,Wataru,3,740132681,Tjukaruru Road,primary,-294743.410896019,-2690447.766141497
877,Wataru,4,399509192,,track,-294409.334686202,-2689311.826455177
952,Wiitin,1,794399115,,service,232915.20817924413,-2095905.9345364205
952,Wiitin,2,777660554,,track_grade3,232914.24292734382,-2095903.2368380807
952,Wiitin,3,320682478,,track,234753.9264884963,-2095130.6530471093
432,Wilgi,1,645135715,,track_grade2,84085.30429209136,-1210751.2012409489
432,Wilgi,2,460114484,,track,84528.27795696183,-1210119.841606058
275,Wollogorang,1,1073522132,Westmoreland Road,tertiary,638868.7307818711,-1850121.5877305511
275,Wollogorang,2,206879316,,track,638759.8712671202,-1849996.7280403427
275,Wollogorang,3,344919584,Wollogorang Road,tertiary,637412.4469409091,-1849959.8699646306
707,Wunara,1,154686853,,service,481480.26203308615,-2150785.4588233125
707,Wunara,2,794399113,Barkly Highway,trunk,480498.1840695228,-2150791.6713253916
707,Wunara,3,794399113,Barkly Highway,trunk,481363.31572092406,-2150729.9055573167
817,Wurlbu,1,174189789,Carpentaria Highway,primary,461201.1425928023,-1718280.17406179
817,Wurlbu,2,174189789,Carpentaria Highway,primary,460238.0761941603,-1718242.7693429217
569,Yanungbi,1,47067247,Scout Camp Road,unclassified,516000.6862862442,-1305047.0536959001
569,Yanungbi,2,47067247,Scout Camp Road,unclassified,515102.09129403695,-1303754.1295428923
939,Yartalu Yartalu,1,320600156,,service,-169610.42790540998,-2208457.167598724
